comment_text,aspect,sentiment
"I made a post weeks ago and a lot of my predictions were stunningly accurate!  Happy post thanksgiving everyone! Just wanted to put out some of my predictions for what we may see  when the trailer finally drops in a few weeks. Some of these we won’t know for certain until the game finally drops or a few more detailed trailers come out.  1. First, It’ll be a rough cut original trailer like GTA IV “things will be different” and V “why did I move here”? which shows vice city and some interesting new content to chew on until we get new info.  2. Since the leak, I’d be willing to bet that R* is going to change the protagonist’s names as it was shown in addition to the style of dress, maybe even a complete overhaul, but I’m still thinking a female character will be one of the additions because it would be something different versus all the male protagonists that we’ve seen over the years.   3. Vehicles include a number of new boats like bass boats, small outboard boats, air boats, and large fishing boats, planes, helicopters, motorbikes, cars like pickup trucks, dune buggies, and bicycles.  4. Animals to be seen in game are alligators, pythons, wild boars, bears, cougars, pelicans, sharks, gamefish like marlin, sailfish, and grouper, dogs, cats, etc.   5. Fresh and saltwater fishing will be one of the new activities in addition to graffiti tagging.  6. Perhaps a call back or two to GTA IV, V, and of course OG vice city.  7. I would be blown away if the physics returned to a GTA IV level, but am thinking it will remain at the V standard.  8. More definitive weather events like hurricanes, tornados affecting more rural areas of the map, in addition to seeing how the ocean tides effect various areas around the map.  9. Unconventional weapons like spearguns, blunt force trauma items like rocks, bricks, cinderblocks, and melee weapons like pepper spray, tasers, and bean bag shotguns. Riot shields make an appearance at the amount of riots or protests that will play a role in the game. Classic GTA weapons like a MG249 and colt python like from vice city make a return.  10. Vehicle damage will be similar to GTA IV.  11. I’m hoping that the story will be akin to GTA IV which revolves around the American dream and revenge whilst incorporating aspects of GTA V heists.  12. Aspects of 2020’s American and world culture like social justice, transgender or no gender people, Israel/Palestinian conflict politics, and a TikTok parody like life invader.   a reference to the COVID 19 pandemic in which people may wear masks in public or be fearful of germs. Because trump resides in Florida, perhaps there will be a presidential person who has a great amount of secret service presence near them but that’s probably a stretch.    Just some of my early thoughts regarding the upcoming release of the trailer and ultimately the game itself. As for a release date, I would think it’s coming in the year 2025 and no later.  Please contribute your thoughts, hopes, and wishes for the latest installment of the greatest open world crime game ever conceived.  Thank you kindly!",Plot and Character,0.0
GTA 7 gonna release in 2134,Rilis Game,-1.0
Hopefully it’s actually that dense shit looks amazing.,Gameplay,1.0
RAGHHHHHHHHHHHHHHHHHHHHHHH,Trailer & Hype,1.0
I mean… this looks like it’s gonna be FUCKING WILD!,Trailer & Hype,1.0
As a white male Floridian... I feel very seen. I hope they haven't gone overboard w/ Floridaman memeing,Plot and Character,0.0
I think that the trailer literally broke a new record for a YT video to hit million likes. It literally hit 1.6million on 22minutes   I Googled and found that the old record was in one hour held by some Indian movie trailer,Trailer & Hype,1.0
Anyone seen that “Pimp my ride” place?? Cars custom is going to be insane.!!!!,Gameplay,1.0
Man those tiktok videos they go with in this Trailer are **rough**. Seems to be a pivotal part of the game. Feeling very negative about it right now.,Trailer & Hype,-1.0
I better find ron desantis tucked away in one of those strip clubs,Plot and Character,1.0
"Really feel for all those that have already gone to bed hyped to be watching the trailer tomorrow, only to miss it now! (Location dependant)   Man, this looks fucking awesome!",Trailer & Hype,-1.0
Holy. Fuck. It. Is. Happening.,Trailer & Hype,1.0
2024 gonna be long as hell,Rilis Game,-1.0
we are SOO fucking back,Trailer & Hype,1.0
The way they modeled that girl's ass jiggle who was twerking on top of the car is just amazing,Plot and Character,1.0
It’s been a pleasure boys,Trailer & Hype,1.0
"Can’t believe it’s real. Months of being a schizo delusional man, feening for a sign of it’s existence. Now it’s real. Truly here. Wow.",Trailer & Hype,1.0
rockstar you sly dogs you really had us all fooled. i was literally had just gotten off youtube (was turning on notifications for when it dropped) it didn’t even notify me i saw someone say it was out on the comments of a post here and SPRINTED,Trailer & Hype,1.0
Extremely fucked up of the leaker to take away this moment for rockstar. Couldn’t just wait another 15 hours???   Been working hard and for a decade on this game and they were forced to drop the trailer early. I hope the leaker gets sued,Rilis Game,-1.0
"I was here for this. :)   Simply put: **Wow.** I am very excited for this, and I actually mean that.  Here's to 2025!  \#trailerdayog",Trailer & Hype,1.0
HYPED‼️‼️‼️,Trailer & Hype,1.0
It was a pleasure. This looks brutally good,Trailer & Hype,1.0
I was in the middle of playing Halo and completely forgot about the game when I clicked the notification and the freaking TRAILER PLAYED,Trailer & Hype,1.0
I’m gonna bust,Trailer & Hype,1.0
I thought it was a glitch when the notification popped up. Then the countdown began. Not how I expected to watch it but it looks so damn good,Trailer & Hype,1.0
Hype but sad that it was leaked,Trailer & Hype,1.0
Damn that’s history tonight how insane,Trailer & Hype,1.0
"Quick Observations:  Everglades   The Keys   Lucia the main character, Jason her partner in crime   Vice City looks huge!   Animals   NPCs are everywhere   Social network like TikTok   The character detail looks awesome  Can't wait",Plot and Character,1.0
🙏🏽,Trailer & Hype,1.0
I was also here danger danger danger,Trailer & Hype,1.0
amazing. It looks like Rockstar really played with its strengths of past games,Visual Graphic,1.0
The view counter is broken. 2m likes and only 76k views,Trailer & Hype,-1.0
HOLY SHIT,Trailer & Hype,1.0
"Looks sick. Hopefully the rural parts of the game are kinda like RDR2 and you can explore, hunt, fish, etc and do backcountry type stuff in a detailed environment, and not an after thought. Hoping more buildings and homes are enterable in some way. Cyberpunk felt like it missed a lot because the vast majority of the city was inaccessible. I imagine Rockstar has the technology to make decent-enough indoor environments at scale, and then they can slowly add more detailed interiors as time passes.",Gameplay,1.0
"This is fucking crazy, I was here.",Trailer & Hype,1.0
I WAS FUCKING HERE  HISTORY  #trailerdayog,Trailer & Hype,1.0
Cries in 2025,Rilis Game,-1.0
All I gotta say is.......   **DAAAAAAYUUUUM LUCIA!**  That hourglass shape they gave her haha.  😳  I would say they have topped RDR2 graphics and they will have around 2 more years to polish it further.  You all have to remember it is much more difficult to achieve great graphics in a more modern big city settings. Lots of people and lighting and lots of everything everywhere compare to a much more rural 1900s RDR2 setting.  Tom Petty's song was pretty good to go along with Lucia and Jason being Bonnie and Clyde theme.  I wonder who is the voice actress for Lucia is.,Plot and Character,1.0
YOOOOO WE DID IT,Trailer & Hype,1.0
"~~Alright, we got here, albeit a bit earlier than expected.~~  ~~To get the exclusive Trailer Day OG flair all you need to do is type #trailerdayog in the comments below and it will be yours.~~  ~~WARNING: This will permanently overwrite any current flair you have, so don't do it unless you want it.~~  ~~You can get the flair until 9am EST on December 6th. 24 hours after the trailer was supposed to come out.~~  # The time has expired to get the Trailer Day OG flair. Thanks to the 10k+ that came here to claim it to show their excitement for the GTA VI Trailer.  **Please feel free to join or** [**Official Discord**](http://discord.gg/gta-vi) **as well for more discussions of the trailer.**",Trailer & Hype,1.0
"LETS FUCKING GO, IM HYPED AF. Looks amazing af",Trailer & Hype,1.0
"I can't understand why the hell they redesigned Jason to look like a fucking nobody  Its early look was perfect, now it looks like a complete useless avatar from a random editor, and from the trailer it looks bland as hell  I suppose having a good looking main character in a Rockstar game is an utopia",Plot and Character,-1.0
map looks huge,Gameplay,1.0
Yooo,Trailer & Hype,1.0
It's beautiful so beautiful,Visual Graphic,1.0
I’m watching it million times,Trailer & Hype,1.0
Commenting for the future ❤️,Trailer & Hype,1.0
Holy shit. We live in the future,Trailer & Hype,1.0
"ngl, that opening with Lucia looks poor graphics wise.  Gets real good though, especially that old woman on the lawn. Looks very realistic. They might have crammed too much craziness into the trailer, maybe...",Visual Graphic,-1.0
WE FINALLY GOIN TO VICE CITY BOYZ,Trailer & Hype,1.0
Does this mean the trailer leak from like last year was real? The guy said it starts with Lucia in jail,Plot and Character,0.0
Wow... didn't think they'd do this. They made the decision in like 30 minutes.,Rilis Game,1.0
"Looks incredible, I was here!",Trailer & Hype,1.0
"Okay after hearing Jason say trust, I'm convinced that's fucking Troy Baker like am I the only one?!",Plot and Character,0.0
The fact that this is all in-game footage blows my mind.,Visual Graphic,1.0
ima wrastle me a gator,Gameplay,1.0
Well that was unexpected...but **MY GOD IT LOOKS BEAUTIFUL**,Visual Graphic,1.0
THERE ARE SO MANY NPCS IN EACH SCENE OHO MY GOD,Gameplay,1.0
History has just been made!,Trailer & Hype,1.0
Well a 2025 release gives me two years to save for a GPU capable of doing these visuals justice.,Visual Graphic,1.0
IT LOOKS ABSOLUTELY INSANELY INCREDIBLE,Trailer & Hype,1.0
fucking finally,Trailer & Hype,1.0
"Goddamn, visually it looks beautiful. I’m so excited.",Visual Graphic,1.0
"If R* is pumping graphics like that now, it’s over for the gaming industry",Visual Graphic,1.0
Holy shit the graphics look otherwordly,Visual Graphic,1.0
WE MADE IT,Trailer & Hype,1.0
the city looks un fucking real,Visual Graphic,1.0
Fuck that 2025 hurts,Rilis Game,-1.0
Start of a new era. Looks absolutely incredible.,Trailer & Hype,1.0
I AM SO DAMN PUMPED! I'm sad it had to come out like this but oh my sweet goodness it looks amazing. 2025 BABY!,Trailer & Hype,1.0
"I went on a suuuuper early break at work because I really didn't feel well. Sat down, opened YouTube, and got the notification it was going live. I of course thought it was a mistake.  But no. It's out. They played it. And I'm in *absolute* shock. I just can't believe it's here",Trailer & Hype,1.0
Florida man shenangans confirmed BINGO,Plot and Character,1.0
Bruh the beach scene 😩 I can’t stop watching,Visual Graphic,1.0
It’s here!!!!,Trailer & Hype,1.0
"Well that was incredible…. Holy shit… Something that caught my eye. In one of the scenes it looks like a real police ford crown Vic, and a real ford explorer down to that actual ford badging. It’s a split second scene but it makes me wonder if some of the cars they used in this trailer won’t actually be in the game unless they got licensing from ford which seems strange.",Visual Graphic,1.0
Y’all control your boners,Trailer & Hype,0.0
THE MAP LOOKS SO HUGE AND DETAILED BRO ITS GONNA BE SO GOOD!!!,Gameplay,1.0
So fucking back,Trailer & Hype,1.0
It looks great. Now I hope fans don't rush Rockstar along with development. You saw what happened with Cyberpunk. We don't need another one of those.,Rilis Game,-1.0
Coming 2025. Lol 🥹,Rilis Game,-1.0
That was fucking nuts. Looks incredible. The silly bastards done it again.,Trailer & Hype,1.0
I can't believe I have to use this hashtag this early #trailerdayog,Trailer & Hype,-1.0
Whoever leaked the trailer early- I hope you die.,Rilis Game,-1.0
Christmas 2025,Rilis Game,0.0
That final shot of them both entering the store with guns out was badass,Plot and Character,1.0
Holy fuck it’s looks epic,Trailer & Hype,1.0
I WAS HERE!!!,Trailer & Hype,1.0
"Trailer looks amazing, very excited of what’s ahead now that it’s been officially revealed. Can’t wait for more updates and trailers!",Trailer & Hype,1.0
okay I'm crying,Trailer & Hype,1.0
Honestly I’m kinda disappointed the game won’t be set in the 80s/90s or even early 2000s.,Nostalgia,-1.0
"I was here. Can't believe I'm gonna be 20 when this game comes out, I was 8 years old when GTA 5 first released man 😭",Rilis Game,0.0
Jeez got so hyped I thought it will release next year! Realised it's only 2024 next year!,Rilis Game,-1.0
Did they replace Jason’s mo-cap artist?!?!,Plot and Character,0.0
WOW,Trailer & Hype,1.0
I kid you not my neighbor’s i8 car alarm has gone off the minute the trailer dropped. The alarm is still going… PERFECT way to celebrate!,Trailer & Hype,1.0
Yaaaaaay so can I start gatekeeping now or later?  Seriousness aside Is this prerendered? Cause if it's not this shit is wild!,Trailer & Hype,1.0
Damn it looks so good,Trailer & Hype,1.0
Aaaaaand there's already people asking for a Switch port 🙄,Rilis Game,-1.0
I was scrolling on YouTube and this popped up. I was like no way wtf. Thought it was a glitch or something. Now I find out this is damage control on their end,Trailer & Hype,1.0
The graphics look fucking good,Visual Graphic,1.0
2025 ahahahahaa,Rilis Game,-1.0
Their Twitter post sounded so fucking defeated 😔 but it looks so fucking good,Rilis Game,-1.0
Hooollyyy moooly,Trailer & Hype,1.0
Shesh,Trailer & Hype,1.0
"The song choice really speaks to the story here too. Love's a long, long road.",Plot and Character,1.0
Gotta be honest I don’t love the logo,Trailer & Hype,-1.0
We're sooo fucking back ! 🔥🔥🔥,Trailer & Hype,1.0
LETS GOOO,Trailer & Hype,1.0
I see they’re showing off the in game social media mechanic that the game will have. Wish we could have seen more countryside instead if girls twerking on in game social media but we’ll see more details as more trailers come out.   It looks stunning as expected!,Gameplay,1.0
2025? that's so ridiculous,Rilis Game,-1.0
ITS BEEN AN HONOUR BOYS,Trailer & Hype,1.0
We won,Trailer & Hype,1.0
Where do I get my I was here tag?,Trailer & Hype,1.0
How good do the character models look!!! Holy crap!,Plot and Character,1.0
Can we skip year 2024 please and go straight to 2025?,Rilis Game,-1.0
It does look amazing. 2025 tho 😫,Visual Graphic,1.0
viewed it at 50k feel like i’m apart of history,Trailer & Hype,1.0
2025 i CANT WAIT THAT LONG I NEED IT JOW,Rilis Game,-1.0
"The trailler looks awsome but what are the characters, very diffrent from the leaks",Trailer & Hype,1.0
Yeee boyyyyyy,Trailer & Hype,1.0
Commenting to say I was here. Looks fantastic. And this trailer was not was I was expecting at all tbh. And in a good way.,Trailer & Hype,1.0
Hard as a rock right now,Trailer & Hype,1.0
A small piece of my soul died seeing 2025. I really hoped it'd be late 24,Rilis Game,-1.0
"Mapping community, do your best",Gameplay,1.0
"THE CROWD DENSITY WTF  Please don't be a gta 5 trailer 1, I wanna see all this liveliness in the real game too!",Gameplay,1.0
2025 tho 💀,Rilis Game,-1.0
A moment of silence for everyone in a late night time zone who is currently asleep and doesn’t know that the trailer is out,Trailer & Hype,0.0
I CANT BELIEVE THIS BRUH I was driving to work and saw the notification and countdown on the trailer video and was so confused,Trailer & Hype,1.0
"GOD THIS LOOKS AMAZING, ROCKSTAR COOKING GOOD WITH THIS",Trailer & Hype,1.0
It looks so good 😩🙌🏿,Trailer & Hype,1.0
Cementing my place in history in commenting on this post less than 30 minutes after being posted.  I’ll tell my kids about this day.,Trailer & Hype,1.0
HOLY SHIT! #trailerdayog,Trailer & Hype,1.0
It looks good as FUCK. DID YALL SEE THE WAY THE SUN WAS REFLECTING OFF OF THE BUILDING???,Visual Graphic,1.0
"I'm getting ""undercover cop vibes"" from Jason now.",Plot and Character,0.0
YOOOO trailer got released!!!,Trailer & Hype,1.0
Holy shit it looks good.  When the fuck will 2024 be over.,Visual Graphic,1.0
"Is it just me or in some clips you can't differentiate between game and real life like that shot in 0:52, 0:58 ( this one really doesn't look like a game) also 0:38",Visual Graphic,0.0
mods we need a discussion post already,Gameplay,0.0
I was here :D,Trailer & Hype,1.0
So many fat booty hoes.,Plot and Character,-1.0
I WAS HERE 10 MINUTES IN,Trailer & Hype,1.0
WTF those graphics are incredible and kinda weird at the same time! I wonder if gameplay will be similar.,Visual Graphic,1.0
You had me at Tom Petty.  Perfect song  Perfect setting  Perfect game   ...Should've sent a poet...,Trailer & Hype,1.0
"Honestly I was disappointed when I saw it'd leaked, but this is prob more hype tbh",Rilis Game,-1.0
"and tbh if they said 2024 it would have been delayed to 2025, so i dont think it will be, they still have a full year and who knows how much of 25 of development",Rilis Game,0.0
I think parts of it look funny because all of it is in game footage. I don’t think rockstar tries to make cutscenes look better other than some mouthing animations. This is literally RDR2 graphics in GTA but a slight upgrade. Idk how they could have done better than that.,Visual Graphic,0.0
Holy fucking shit they nailed it. Coming 2025 fucking hurt tho.,Trailer & Hype,1.0
OMFGGGGGGGG,Trailer & Hype,1.0
I was about to go to sleep and now I won't be able to sleep all night 😭😭LFG!!,Trailer & Hype,1.0
Game looks incredible and the map looks massive.,Visual Graphic,1.0
BRO THIS IS CLEAN WHAT THE FUCK,Trailer & Hype,1.0
WE WILL ALL BE BUYING,Trailer & Hype,1.0
HYPE IS OOOOONNN,Trailer & Hype,1.0
I can’t believe the time has come at last. It has been a pleasure boys,Trailer & Hype,1.0
The amount of detail in... everything. It's way more than I expected and I expected a lot.,Visual Graphic,1.0
Florida man commits crime vibes.,Plot and Character,1.0
2025. Called it.,Rilis Game,0.0
100% Q4 2025 release date. Around Christmas,Rilis Game,0.0
Is it just me or does jason look mad different,Plot and Character,0.0
Hopes and dreams come true someday. Thank you all!,Trailer & Hype,1.0
"omfg that city looks huge, im so hyped when this shit releases",Visual Graphic,1.0
IT LOOKS AMAZING!! We are finally getting a HUGE CITY!!! YESSSSS IM EXCITED,Visual Graphic,1.0
I thought it was fan made.,Visual Graphic,-1.0
Am I the only one that noticed gta v car models and still no reflective mirroring,Visual Graphic,-1.0
florida jit era here I come,Nostalgia,1.0
63k views   1.4 million likes   YouTube is gonna explode,Trailer & Hype,1.0
Looks fucking insane,Trailer & Hype,1.0
